Stress,eyeMoveUp,eyeMoveDown,eyeMoveLeft,eyeMoveRight,blinkSpeed,blinkStrength,walking,roll,pitch,yaw,accX,accY,accZ
0.875,0.009166667,0.015833333,0.020833333,0.019166667,2.341666667,1.594166667,0,-7.629425,22.61245,44.10328333,1.80921875,3.902708333,-15.39463542
1.525,0.029166667,0.045833333,0.025,0.025833333,1.575,0.7975,8.33E-04,-18.475025,49.96205833,60.50695833,4.775729167,10.30802083,-10.75088542
1.282,0.015,0.020833333,0.025,0.02,1.691666667,1.3975,0,-2.634933333,3.838083333,87.84755,0.421666667,-1.157083333,-15.85359375
4.5485,0.015,0.068333333,0.071666667,0.076666667,4.041666667,3.73,0,-0.064,0.398991667,317.5339,-0.3178125,-2.171145833,-15.85479167
1.2896,0.005,0.0075,0.009166667,0.010833333,1.175,0.776666667,0,-9.66645,-0.224625,195.0589167,2.375572917,-2.21015625,-15.55078125
1.1193,0.015,0.01,0.03,0.0275,3.9,2.569166667,0,3.5884,18.834725,75.37973333,-1.41078125,2.795364583,-15.35942708
1.0919,0.011666667,0.009166667,0.019166667,0.023333333,1.416666667,0.795833333,0,-9.061283333,8.351791667,191.6946167,1.994791667,0.075625,-15.62833333
3.0016,0.01,0.0075,0.016666667,0.020833333,1.375,0.8875,0,-10.90785,2.73385,92.43165,2.950989583,-1.321145833,-15.53927083
1.5822,0.0225,0.025,0.021666667,0.024166667,2.75,1.9825,0,9.882508333,18.44980833,176.7273083,-3.080572917,2.758802083,-14.42
3.6892,0.015,0.025833333,0.030833333,0.0325,4.791666667,3.071666667,0,14.30884167,-1.955466667,113.653175,-4.477708333,-2.698125,-14.96817708
3.9359,0.020833333,0.028333333,0.026666667,0.033333333,7.225,5.336666667,8.33E-04,26.63421667,-4.006758333,55.75481667,-7.446458333,-3.058229167,-13.54098958
4.3133,0.029166667,0.085,0.155,0.136666667,8.283333333,7.024166667,0.0825,-5.159441667,16.69225833,169.6122083,1.339635417,2.27953125,-15.11421875
1.1038,0.008333333,0.019166667,0.020833333,0.0175,1.741666667,1.131666667,0,-7.06205,15.77894167,106.1534,1.674583333,1.922916667,-15.27869792
1.816,0.025,0.04,0.0525,0.0475,4.141666667,2.753333333,0.016666667,-11.98441667,39.179575,134.254975,3.030729167,7.236927083,-12.55697917
1.2381,0.005833333,0.015833333,0.024166667,0.024166667,1.791666667,0.981666667,0,-5.6888,33.82471667,177.0892,1.213802083,6.701302083,-14.26796875
1.1262,0.010833333,0.01,0.008333333,0.014166667,3.116666667,1.839166667,0,-5.64995,40.43066667,50.61573333,1.298020833,8.363697917,-13.53854167
2.4107,0.008333333,0.010833333,0.020833333,0.016666667,2.833333333,1.98,0,-5.3946,47.74033333,309.6984583,1.244270833,10.08338542,-12.10692708
4.4306,0.01582015,0.067443797,0.085761865,0.09325562,6.386344713,3.960033306,0.034970858,-8.916777685,32.73899251,119.5555121,1.99989592,6.430995004,-13.73308701
1.1077,0.015,0.0175,0.033333333,0.035833333,3,1.924166667,0,-3.361275,27.0103,115.45345,0.594895833,5.169375,-15.11130208
1.956,0.01,0.043333333,0.0575,0.063333333,4.891666667,2.475833333,0,-7.044891667,33.49523333,13.72604167,1.713541667,6.45125,-14.57744792
1.0272,0.01,0.019166667,0.025833333,0.021666667,2.158333333,1.34,0,-16.94474167,24.53663333,213.848375,4.072239583,4.363645833,-14.69994792
1.549,0.010833333,0.011666667,0.014166667,0.011666667,1.916666667,1.205,0,-2.681408333,41.2686,168.5471917,0.402395833,8.7278125,-13.29703125
3.6914,0.016666667,0.021666667,0.026666667,0.028333333,5.1,3.024166667,0,12.65715,-1.070125,35.44333333,-3.903385417,-2.315,-14.98359375
1.2159,0.016666667,0.025,0.026666667,0.015,5.075,3.67,0,2.54855,20.85363333,191.31915,-0.990572917,3.1209375,-13.1621875
1.471,0.0175,0.026666667,0.0275,0.028333333,1.941666667,1.096666667,0,-11.24276667,-0.44405,174.9623583,2.584427083,-2.34484375,-15.50557292
2.5021,0.030859049,0.077564637,0.104253545,0.119266055,6.788990826,3.724770642,0.020850709,-4.60618849,19.79960801,219.0233028,0.798008757,3.02971226,-14.86983945
2.0339,0.024126456,0.038269551,0.055740433,0.060732113,3.244592346,1.977537438,0.004159734,-26.01733777,35.9883777,248.5844093,6.488144759,6.272826539,-12.4624584
1.4959,0.009166667,0.018333333,0.03,0.031666667,0.883333333,0.599166667,0,-8.2631,2.137883333,91.57638333,2.04078125,-1.569427083,-15.67078125
4.2376,0.028333333,0.044166667,0.090833333,0.070833333,5.958333333,4.869166667,0.051666667,-9.714925,35.24635833,166.9285333,2.619947917,6.686354167,-13.13916667
3.3378,0.02,0.040833333,0.029166667,0.035,5.6,3.426666667,8.33E-04,11.8842,1.440175,190.7835917,-3.604635417,-1.7515625,-14.78645833
1.1928,0.008333333,0.009166667,0.016666667,0.013333333,1.008333333,0.6125,0,-7.623858333,30.11739167,157.3158833,1.60078125,6.133645833,-14.57505208
4.9109,0.025,0.0475,0.041666667,0.0525,4.075,2.376666667,0.0025,-10.28166667,11.42013333,142.3788,2.55328125,0.619479167,-15.36270833
1.7383,0.026666667,0.025833333,0.066666667,0.056666667,3.191666667,2.221666667,0.0025,-5.895691667,21.97773333,274.61465,1.232447917,3.598958333,-14.59375
1.592,0.024146545,0.024146545,0.040799334,0.054954205,5.778517902,3.420482931,0,7.233613655,-4.806452956,116.2985512,-2.539550375,-3.413197336,-14.85303913
2.0908,0.016652789,0.040799334,0.067443797,0.069109076,3.888426311,2.887593672,0.008326395,-5.652472939,23.99169858,233.7057452,1.116673605,3.754059117,-14.33503331
1.9863,0.042535446,0.033361134,0.028356964,0.044203503,3.828190158,2.709758132,0,9.801334445,-1.077456214,157.9474979,-3.034664304,-2.367650125,-15.25099041
1.4366,0.008340284,0.014178482,0.033361134,0.029190992,1.584653878,0.759799833,8.34E-04,-4.443286072,5.212326939,49.17623019,0.879795663,-0.444641368,-15.76308382
1.4704,0.0175,0.024166667,0.025833333,0.0275,3.733333333,2.263333333,8.33E-04,3.7136,16.53205833,78.08448333,-1.432760417,2.1678125,-15.12776042
1.5619,0.040033361,0.072560467,0.07089241,0.053377815,1.217681401,0.973311093,0.001668057,-7.593644704,18.92703086,79.22868224,1.933955379,2.856025855,-14.81286489
1.6904,0.0375,0.0325,0.040833333,0.031666667,2.525,1.285833333,0,-4.661991667,13.118125,77.311925,0.853697917,1.420885417,-15.69296875
0.921,0.0025,0.005,0.0125,0.0125,2.2,1.355,0,-5.991516667,4.88715,349.3567167,1.278020833,-0.773385417,-15.86463542
1.6245,0.0125,0.013333333,0.031666667,0.03,4.516666667,3.753333333,0,12.61820833,15.25191667,250.89055,-3.940052083,1.589739583,-14.70145833
1.6444,0.01000834,0.028356964,0.034195163,0.035029191,2.685571309,1.450375313,0,-8.13587156,5.459241034,284.6242118,1.902992077,-0.852429108,-15.74296289
1.488,0.012510425,0.020016681,0.040867389,0.032527106,3.027522936,2.118432027,0,-5.756321935,21.27331109,330.9177148,1.30603628,3.40309633,-14.99697665
1.5069,0.010833333,0.0275,0.015833333,0.015,2.433333333,1.705833333,0,-6.618333333,3.493308333,215.4033583,1.52015625,-1.315833333,-15.78322917
1.63,0.015,0.0075,0.019166667,0.018333333,1.741666667,0.944166667,0,-5.553266667,38.21859167,201.7282583,1.132135417,7.626822917,-13.31760417
5.5409,0.03,0.0575,0.078333333,0.076666667,5.541666667,3.229166667,8.33E-04,-14.73143333,19.674375,192.18665,3.73734375,3.118958333,-14.9215625
1.1755,0.009166667,0.013333333,0.02,0.015,1.241666667,0.824166667,0,-5.51525,27.09176667,225.7897167,1.354635417,5.08625,-15.12604167
1.0836,0.010833333,0.009166667,0.009166667,0.005,1.225,0.695833333,0,-9.369625,3.244841667,65.73399167,2.258385417,-1.469270833,-15.65182292
1.4277,0.010833333,0.024166667,0.021666667,0.024166667,3.05,1.953333333,0,-9.691258333,28.98490833,92.44864167,2.375208333,4.988854167,-13.24630208
1.7005,0.016680567,0.017514595,0.014178482,0.017514595,2.969140951,1.899082569,0,12.45910759,11.70911593,69.60181818,-3.62338407,-0.04941618,-14.80342994
3.5836,0.019166667,0.034166667,0.059166667,0.055,1.75,1.185833333,0.001666667,-8.315333333,12.06180833,308.5513583,2.126614583,1.06796875,-15.53901042
2.6996,0.035833333,0.0725,0.104166667,0.095,5.566666667,3.036666667,0.029166667,-4.944891667,22.16655833,78.91425833,1.107395833,3.68953125,-14.62375
2.1855,0.017514595,0.035863219,0.048373645,0.053377815,3.894912427,2.24854045,0,10.71173478,-1.578457048,114.9147957,-3.597164304,-2.530129274,-15.31766055
1.44,0.016666667,0.0225,0.025833333,0.024166667,2.708333333,1.7075,0,-12.442825,20.09656667,300.7807917,3.16984375,3.083177083,-14.51046875
1.5198,0.018372703,0.026246719,0.005249344,0.005249344,2.099737533,0.782152231,0.002624672,-13.2667979,54.16414698,30.2003937,3.32152231,11.61499344,-10.34399606
1.0915,0.021684737,0.024186822,0.026688907,0.024186822,5.65471226,4.040033361,0,6.705829858,-7.050800667,160.3920183,-2.149655963,-4.043369475,-15.14517306
2.2841,0.0125,0.025833333,0.0275,0.026666667,1.366666667,0.8125,0,-5.634716667,33.36989167,241.8904417,1.297864583,5.791927083,-12.48708333
1.5255,0.021684737,0.041701418,0.022518766,0.030025021,6.371976647,4.23853211,8.34E-04,14.14024187,4.199032527,202.3380734,-4.21882819,-1.028304837,-14.81187448
3.8359,0.029166667,0.0375,0.0425,0.056666667,2.616666667,1.704166667,0.003333333,-5.2678,22.52434167,59.76350833,1.1825,3.9859375,-15.2596875
3.5449,0.024166667,0.035,0.0325,0.040833333,5.6,4.385,0,4.09715,3.865883333,142.2734667,-1.506927083,-1.345989583,-15.70046875
1.8975,0.015833333,0.0175,0.0425,0.035833333,6.491666667,4.300833333,0,-15.241625,-6.138908333,329.67475,3.806614583,-4.134635417,-14.68
1.6959,0.0325,0.046666667,0.045833333,0.038333333,4.541666667,2.724166667,0,3.072958333,20.29165,267.4299667,-1.03984375,3.116822917,-15.01520833
1.1489,0.016666667,0.0125,0.005833333,0.003333333,1.383333333,0.903333333,0,-9.120541667,5.802466667,115.1033417,2.245520833,-0.519114583,-15.66546875
1.6514,0.0225,0.039166667,0.046666667,0.0275,1.7,0.8025,0,-1.320666667,10.56841667,339.5116833,0.0321875,0.762760417,-15.5184375
1.1513,0.027522936,0.032527106,0.020016681,0.021684737,4.745621351,3.102585488,0,9.847114262,1.789683069,158.8455046,-3.211843203,-1.646580484,-14.86405338
1.7226,0.0125,0.0275,0.0175,0.029166667,1.125,0.705833333,0,-8.486208333,2.074666667,157.0847417,1.991145833,-1.678802083,-15.70177083
4.0523,0.041474654,0.115207373,0.096774194,0.124423963,7.926267281,5.110599078,0.078341014,-4.300368664,8.462396313,285.4885714,1.199596774,-0.399769585,-14.97407834
1.9281,0.013333333,0.03,0.039166667,0.045833333,5.333333333,3.905833333,0,14.970325,1.96615,92.55679167,-4.508645833,-1.651614583,-15.02380208
1.9245,0.0225,0.049166667,0.056666667,0.046666667,4.633333333,3.095,0.034166667,-5.967625,38.03386667,195.662475,1.279427083,7.234479167,-12.55
3.7406,0.021666667,0.041666667,0.048333333,0.050833333,5.466666667,3.289166667,0.019166667,-3.836683333,9.708658333,271.7265667,0.668177083,0.306927083,-14.89916667
1.5872,0.013344454,0.018348624,0.046705588,0.045037531,2.493744787,1.432860717,0.007506255,-9.418607173,45.11643036,91.73854045,2.304837364,9.229879066,-12.12750209
1.531,0.0075,0.0225,0.025833333,0.021666667,1.041666667,0.71,0,-2.446541667,5.321891667,342.8946417,0.32921875,-0.78859375,-15.90130208
4.2976,0.015833333,0.018333333,0.035,0.055833333,4.408333333,3.346666667,8.33E-04,10.66953333,0.931125,99.65458333,-3.232760417,-2.147604167,-15.1440625
1.4445,0.004166667,0.010833333,0.013333333,0.0075,1.941666667,1.240833333,0,-4.779075,42.66944167,10.81495833,1.052291667,8.992083333,-13.28880208
1.3078,0.013322231,0.01582015,0.026644463,0.024979184,1.382181515,0.841798501,0,-10.45532889,5.037393838,298.1137552,2.445462115,-0.815830558,-15.50437136
1.8934,0.0175,0.03,0.036666667,0.043333333,6.475,4.134166667,0,18.867675,1.035791667,50.94805833,-5.600520833,-2.066927083,-14.62895833
1.5902,0.025,0.0475,0.031666667,0.0275,4.375,2.529166667,0,0.499466667,18.28578333,101.1257583,-0.5359375,2.691770833,-15.06322917
1.3125,0.016652789,0.016652789,0.024146545,0.024979184,4.096586178,3.289758535,0,-7.074546211,20.39701915,233.9548959,1.575093672,3.337114904,-15.20045795
1.3197,0.014166667,0.020833333,0.021666667,0.020833333,0.983333333,0.5475,0,-7.211075,0.58885,121.3726667,1.641145833,-2.175885417,-15.61109375
2.0911,0,0,0.05,0.05,8.25,4.55,0,-23.007,42.791,167.61775,2.9859375,8.134375,-13.340625
1.5097,0.01,0.014166667,0.025833333,0.0225,1.508333333,1.056666667,0,0.525883333,5.532408333,83.83926667,-0.534583333,-0.743020833,-15.945625
1.4115,0.0175,0.020833333,0.034166667,0.025,1.583333333,0.938333333,0,-2.452383333,7.012125,336.7800417,0.145729167,-0.525416667,-16.03786458
1.5894,0.01,0.020833333,0.021666667,0.0225,2.325,1.1725,0,-7.979141667,33.53526667,165.4496583,1.806666667,6.784635417,-13.49473958
2.8266,0.014166667,0.013333333,0.02,0.0125,1.533333333,0.971666667,0,-6.678966667,14.3954,118.824375,1.461510417,1.474895833,-15.78890625
5.4209,0.028333333,0.038333333,0.045,0.074166667,4.133333333,2.671666667,8.33E-04,-15.33448333,10.32825,33.62815,3.85765625,0.37296875,-14.94161458
1.6831,0.016666667,0.031666667,0.05,0.055,1.875,1.443333333,0,-0.1667,15.07388333,190.3375333,-0.331979167,1.715729167,-15.8375
2.3455,0.010833333,0.038333333,0.025833333,0.045833333,2.775,1.8025,0.003333333,-8.701641667,40.777775,280.270675,2.255052083,7.97796875,-11.70786458
2.8939,0.005833333,0.013333333,0.018333333,0.014166667,1.825,1.115,0,-3.808241667,4.279391667,69.500325,0.764635417,-0.757395833,-15.79010417
1.5606,0.005,0.009166667,0.023333333,0.021666667,1.95,1.380833333,0,1.432975,2.01705,226.8056417,-0.766458333,-1.820416667,-15.85484375
4.4169,0.0225,0.02,0.030833333,0.028333333,3.475,1.995833333,0,-4.464091667,50.22245833,307.4706667,0.9359375,10.350625,-11.60854167
4.1086,0.043369475,0.06588824,0.096747289,0.105087573,3.64470392,2.080066722,0.020850709,21.07328607,58.42313595,228.8183903,-5.221330275,7.943598832,-7.868327773
