Stress,eyeMoveUp,eyeMoveDown,eyeMoveLeft,eyeMoveRight,blinkSpeed,blinkStrength,walking,roll,pitch,yaw,accX,accY,accZ
3.8745,0.0225,0.0425,0.054166667,0.051666667,6.583333333,4.304166667,0.025833333,-9.945116667,44.13246667,238.1816083,2.453125,8.739635417,-12.04067708
1.372,0.010833333,0.0125,0.020833333,0.02,1.2,0.766666667,0,-7.602391667,8.466333333,291.8216167,1.539114583,-0.094427083,-15.86796875
3.1778,0.024166667,0.025833333,0.038333333,0.041666667,5.316666667,3.645833333,0,8.774825,-3.8978,140.8120417,-2.82875,-3.348385417,-15.23348958
2.1316,0.049166667,0.081666667,0.085833333,0.076666667,1.983333333,1.435833333,0,-7.919433333,15.06295,75.93125,2.022604167,1.8325,-15.11359375
1.5799,0.004166667,0.01,0.028333333,0.028333333,2.1,1.741666667,0,-10.14929167,3.55555,160.6242833,2.398541667,-1.396614583,-15.6759375
2.7921,0.01,0.008333333,0.02,0.015,1.516666667,0.809166667,0,-7.458841667,3.352291667,260.956525,1.6053125,-1.453645833,-15.76036458
1.7624,0.023352794,0.025020851,0.047539616,0.047539616,2.301918265,1.266055046,0,-5.244512093,7.57234362,192.2146205,1.23352794,-0.328919933,-15.88469558
2.3051,0.020016681,0.046705588,0.073394495,0.080900751,3.928273561,1.912427023,0.00500417,-5.647864887,18.90606339,79.80729775,1.013865721,2.751563803,-15.20782944
3.437,0.020833333,0.0375,0.024166667,0.026666667,2.9,1.4225,0,-1.904758333,29.98265,69.17970833,0.11015625,5.6396875,-13.99473958
4.5477,0.016666667,0.02,0.004166667,0.0025,2.416666667,1.520833333,0,-11.103975,66.821125,324.5053,2.929010417,13.47057292,-8.205572917
1.8714,0.016666667,0.025,0.030833333,0.0275,3.766666667,2.3075,8.33E-04,0.106558333,9.666883333,97.83381667,-0.406354167,2.481614583,-13.00333333
2.1325,0.011666667,0.028333333,0.044166667,0.049166667,3.483333333,2.269166667,0,-9.904825,10.06336667,239.024,2.277604167,0.226197917,-15.72973958
1.8534,0.015,0.0225,0.0375,0.038333333,2.383333333,1.484166667,0,-10.90745,2.151908333,93.52779167,2.653020833,-1.72734375,-15.56526042
3.3507,0.024979184,0.034970858,0.050791007,0.034970858,3.655287261,4.158201499,0,-18.935204,11.77790175,166.1022148,4.811667361,1.029402581,-14.77909034
1.7618,0.015,0.021666667,0.0275,0.025,1.025,0.655833333,0,-6.692041667,1.979391667,34.756,1.497291667,-1.7796875,-15.73682292
1.6459,0.014166667,0.0275,0.038333333,0.031666667,1.458333333,0.839166667,0.001666667,-3.018691667,12.60463333,340.5566833,0.317291667,1.036041667,-16.01041667
1.803,0.0175,0.024166667,0.0325,0.033333333,1.891666667,1.355833333,0.001666667,-5.584525,2.591741667,95.79580833,1.207083333,-1.674322917,-15.70901042
1.848,0.00500417,0.007506255,0.023352794,0.01501251,4.036697248,2.943286072,0,3.510116764,1.505571309,268.3871726,-1.335227273,-2.133183903,-14.63949124
3.6255,0.01,0.025833333,0.0375,0.044166667,3.325,1.951666667,0.02,-6.846416667,45.25566667,190.1094,1.49203125,8.988958333,-11.40833333
3.2113,0.0475,0.095833333,0.085,0.078333333,1.55,0.904166667,0,-9.026675,16.73954167,72.02968333,2.32484375,2.266458333,-15.08338542
1.4055,0.009166667,0.013333333,0.0175,0.013333333,1.65,1.263333333,0,-7.781675,5.635258333,106.5985,2.1003125,-0.515989583,-15.60166667
3.8263,0.026666667,0.044166667,0.051666667,0.041666667,4.141666667,2.855,0.0025,-15.76451667,27.7288,54.61515,3.688020833,2.948072917,-13.31463542
1.4286,0.005833333,0.008333333,0.005833333,0.005833333,0.908333333,0.521666667,0,-5.0798,6.755091667,34.17761667,1.014895833,-0.595416667,-15.89151042
3.8047,0.025833333,0.045833333,0.038333333,0.034166667,3.575,1.780833333,0.008333333,-11.39320833,8.673275,295.25535,2.72,-0.621666667,-15.17208333
3.0137,0.0175,0.021666667,0.0425,0.0275,1.3,0.701666667,0,-1.776133333,3.390658333,15.880225,0.115572917,-1.227708333,-15.93828125
1.6176,0.0125,0.025,0.036666667,0.031666667,2.308333333,1.301666667,0,-5.710941667,34.016925,81.72759167,1.160364583,6.836197917,-13.71458333
2.4138,0.035803497,0.055786844,0.067443797,0.06244796,3.630308077,2.164862614,0,-20.31873439,7.204371357,165.5666195,5.197179434,-0.175114488,-14.88889467
3.8514,0.028333333,0.071666667,0.0575,0.066666667,4.658333333,2.338333333,0.030833333,-8.4342,35.61783333,183.9332,2.045,6.969270833,-13.1559375
4.9828,0.015833333,0.041666667,0.054166667,0.063333333,6.491666667,3.5225,0.0025,-2.539383333,11.574575,122.1396333,0.3665625,0.725104167,-15.67609375
3.8241,0.0175,0.038333333,0.058333333,0.056666667,3.933333333,2.259166667,0,-3.394191667,11.8761,99.26998333,0.434791667,0.865208333,-15.60651042
2.2084,0.004166667,0.0025,0.010833333,0.0075,1.658333333,0.828333333,0,-7.783491667,6.152058333,36.62970833,1.804583333,-0.640416667,-15.81109375
1.3728,0.01,0.015833333,0.0125,0.0125,2.058333333,1.2325,0,-6.080541667,4.346166667,344.83365,1.356041667,-0.920625,-15.85182292
2.2605,0.040833333,0.096666667,0.094166667,0.08,6.55,4.068333333,0.093333333,-5.339908333,27.30135833,143.803075,1.230416667,4.653072917,-13.87885417
3.5254,0.023352794,0.026688907,0.034195163,0.031693078,2.9441201,1.785654712,0,-1.632610509,6.966497081,113.6849541,0.046757715,-0.220756881,-15.85362802
1.5386,0.019166667,0.021666667,0.030833333,0.0225,1.358333333,0.961666667,0,-3.963508333,8.992916667,331.5183417,0.702916667,0.156822917,-15.87744792
1.8124,0.003333333,0.0125,0.02,0.019166667,3.85,2.666666667,0,-3.033791667,10.88703333,335.4181417,0.347604167,0.723854167,-15.73973958
1.9688,0.020833333,0.06,0.060833333,0.0525,4.891666667,2.708333333,0.033333333,-5.394233333,23.60415,201.1515417,1.215989583,3.695104167,-14.12234375
2.8113,0.013333333,0.0175,0.031666667,0.029166667,3.591666667,1.951666667,0,-31.236125,1.632808333,174.5415333,7.883854167,-1.792291667,-13.59203125
2.7735,0.015,0.035,0.05,0.039166667,4.55,2.793333333,0,-4.689016667,-0.287366667,90.441775,0.873125,-2.278333333,-15.70541667
3.1533,0.006661116,0.013322231,0.016652789,0.016652789,1.39050791,1.014154871,0,-6.476203164,2.313721898,161.3257286,1.644046628,-1.721794338,-15.70899251
1.7981,0.0275,0.030833333,0.026666667,0.025833333,4.633333333,3.259166667,0,13.245175,15.91506667,211.8171333,-4.163229167,1.658333333,-14.84166667
2.7605,0.0125,0.006666667,0.015833333,0.011666667,1.775,1.6825,0,-4.575916667,7.494083333,92.05711667,1.015104167,-0.34484375,-15.8653125
2.1103,0.018333333,0.041666667,0.045,0.040833333,1.958333333,1.000833333,0,-6.4185,1.892175,108.4256417,1.421302083,-1.82125,-15.57692708
1.7953,0.021666667,0.025,0.021666667,0.0275,3.45,2.236666667,0,3.586833333,23.17423333,148.8701167,-1.325364583,4.252447917,-14.49916667
3.1709,0.015833333,0.020833333,0.026666667,0.0275,2.708333333,1.651666667,0,-2.412158333,21.47935,115.1898,0.405104167,3.634322917,-15.48260417
1.3867,0.0125,0.0075,0.0175,0.0225,1.783333333,1.254166667,0,-6.189183333,8.567441667,124.4434167,1.48109375,0.145104167,-15.82604167
1.7398,0.0075,0.009166667,0.008333333,0.005833333,1.291666667,0.7675,0,-5.714725,2.298391667,184.0022,1.2978125,-1.570052083,-15.72640625
2.9974,0.044166667,0.073333333,0.115,0.114166667,5.65,3.916666667,0.044166667,-5.762591667,15.96490833,125.0001,1.231770833,2.060364583,-14.72838542
3.2751,0.009166667,0.034166667,0.0375,0.028333333,2.733333333,1.669166667,0,-8.870091667,15.01420833,282.5963083,1.953854167,1.361510417,-15.06364583
1.6155,0.015833333,0.011666667,0.031666667,0.026666667,3.058333333,1.8125,0,2.68855,22.5853,35.9001,-1.127395833,3.989583333,-15.46140625
1.8192,0.006666667,0.005833333,0.0325,0.033333333,0.758333333,0.525833333,0,-5.273316667,10.57569167,132.5007083,1.135989583,0.545625,-15.8809375
2.8295,0.025,0.055833333,0.073333333,0.08,3.041666667,1.846666667,0,-2.671958333,3.215658333,19.72420833,0.420833333,-1.506666667,-15.91911458
3.0203,0.019150708,0.019150708,0.01498751,0.014154871,5.745212323,3.926727727,8.33E-04,7.907110741,4.479900083,109.6243381,-2.5319005,-1.027633222,-13.89144463
3.1958,0.006672227,0.006672227,0.007506255,0.010842369,1.976647206,1.19266055,0,-6.989649708,3.466830692,223.1830275,1.610404504,-1.436405338,-15.77173686
3.4298,0.025,0.035,0.03,0.028333333,3.5,2.245,0,-5.296316667,13.57844167,272.0216917,0.860104167,1.629375,-15.41807292
2.6777,0.004159734,0.003327787,0.005823627,0.011647255,1.605657238,0.809484193,0,-13.6022629,25.65133943,118.1613478,3.448315308,4.221141847,-13.70491889
3.654,0.014166667,0.020833333,0.034166667,0.045833333,2.991666667,1.975,0,-4.875025,6.918925,212.6438333,1.21328125,-0.389791667,-15.80942708
2.7747,0.01,0.011666667,0.018333333,0.011666667,2.275,1.189166667,0,-6.404166667,4.780133333,348.377825,1.685572917,-0.674479167,-15.76182292
2.9028,0.018333333,0.013333333,0.0225,0.025,1.741666667,1.154166667,0.001666667,-4.808858333,8.088825,57.7389,1.044583333,0.0559375,-15.85421875
3.1437,0.0275,0.0275,0.024166667,0.024166667,3.833333333,2.753333333,0,12.98926667,7.262641667,111.2833583,-3.780677083,-0.499635417,-14.94
2.7767,0.0075,0.015,0.021666667,0.020833333,2.216666667,1.445833333,8.33E-04,-9.796016667,27.91804167,64.69388333,2.345104167,5.074375,-14.1009375
3.2928,0.031666667,0.049166667,0.065833333,0.0725,4.7,2.8925,0,2.98195,20.116675,89.50384167,-1.116354167,3.067864583,-15.20640625
3.9058,0.016666667,0.0275,0.0275,0.036666667,2.475,1.868333333,0,-1.212716667,14.850225,131.326675,0.008802083,1.824322917,-15.30770833
3.283,0.03,0.066666667,0.055,0.060833333,4.85,2.599166667,0.045833333,-4.849366667,30.4347,120.2991083,0.870416667,5.499010417,-13.28046875
1.9503,0.004166667,0.01,0.016666667,0.015,1.6,0.906666667,0,2.758808333,1.960216667,71.701,-0.776510417,-1.410885417,-15.61026042
3.0538,0.013333333,0.020833333,0.021666667,0.025,2.116666667,1.5175,0,-8.104316667,7.353441667,263.9824583,1.869479167,-0.392083333,-15.75598958
3.0219,0.004995837,0.004995837,0.009159034,0.003330558,1.956702748,1.174854288,0,-7.620899251,5.913363863,214.6956453,1.785647377,-0.770191507,-15.805995
3.4967,0.013333333,0.02,0.025,0.025,2.333333333,1.380833333,0,-7.317475,0.665791667,76.960425,1.8625,-2.0934375,-15.66223958
3.1344,0.017485429,0.034138218,0.021648626,0.029975021,3.222314738,1.717735221,0,-2.683139051,25.21836803,36.80669442,0.336750624,4.615788926,-15.2557244
1.4466,0.006666667,0.010833333,0.0225,0.036666667,3.158333333,2.059166667,0,-11.72493333,14.79226667,262.809775,2.941927083,1.744010417,-15.57088542
3.6861,0.025854879,0.027522936,0.041701418,0.041701418,2.693911593,1.546288574,0,-12.7588824,17.88359466,162.6779149,3.065940367,2.470652627,-15.10190784
3.1159,0.011666667,0.020833333,0.016666667,0.013333333,1.425,0.825833333,0,-6.450366667,9.901,98.88603333,1.430989583,0.562083333,-15.86942708
3.3479,0.0325,0.0375,0.0175,0.019166667,3.308333333,2.0575,0,-4.573808333,24.06295833,43.81145833,0.91390625,4.2865625,-15.29958333
2.1381,0.021666667,0.024166667,0.040833333,0.045833333,2.866666667,1.884166667,0,-7.483258333,7.5038,88.7875,1.6753125,-0.309947917,-15.79765625
1.7709,0.0175,0.026666667,0.035,0.05,4.066666667,2.586666667,0,7.489983333,23.629225,166.7956583,-2.316770833,3.908072917,-14.11109375
1.6978,0.025854879,0.043369475,0.029190992,0.018348624,4.995829858,3.968306922,0,-0.827823186,23.83432027,235.2418599,-0.028461218,3.714553795,-14.62781485
1.7459,0.013333333,0.020833333,0.025833333,0.0225,3.208333333,2.1675,0,3.340408333,20.20729167,63.7768,-1.240052083,3.45953125,-15.60098958
3.8069,0.011666667,0.024166667,0.025833333,0.025,3.141666667,1.8075,8.33E-04,-13.34481667,18.51486667,81.51395,3.2803125,6.476927083,-10.13265625
1.6751,0.008333333,0.0175,0.02,0.014166667,1.958333333,1.275833333,0,-5.250666667,5.913058333,91.44574167,1.131875,-0.572239583,-15.855625
3.9993,0.024166667,0.0325,0.049166667,0.041666667,5.008333333,3.405833333,0,-6.0725,8.147325,233.48325,0.985052083,0.038697917,-15.40630208
3.1477,0.01,0.0175,0.02,0.019166667,1.775,1.483333333,0.001666667,-4.840566667,11.43855833,101.2968833,0.96,0.87484375,-15.665
1.4615,0.003333333,0.006666667,0.009166667,0.004166667,1.825,1.099166667,0,-8.387516667,8.903041667,92.031275,1.946614583,0.05046875,-15.78270833
1.2461,0.013333333,0.008333333,0.016666667,0.0175,1.8,1.115833333,0,-12.86595833,10.02745833,57.77269167,3.13703125,0.357708333,-15.54880208
3.536,0.0225,0.035,0.059166667,0.058333333,2.183333333,1.155833333,0,-3.682275,11.82315,301.1646583,0.878489583,1.034322917,-15.471875
4.0751,0.024979184,0.029975021,0.043297252,0.039134055,4.31307244,3.330557868,0,7.200058285,6.503530391,212.7090674,-2.379215237,-0.807452123,-15.49500416
2.7441,0.024166667,0.028333333,0.055833333,0.046666667,1.341666667,0.7725,0,-10.75863333,4.228708333,286.774425,2.678489583,-0.806979167,-15.63057292
2.5095,0.01,0.01,0.015833333,0.015833333,1.608333333,1.03,0,-4.966816667,10.73078333,123.3546167,0.981822917,0.457760417,-15.84161458
2.9414,0.010833333,0.02,0.016666667,0.019166667,2.166666667,1.510833333,0,-4.197858333,7.99965,66.184925,0.876927083,-0.126979167,-15.89947917
1.8775,0.012510425,0.027522936,0.040867389,0.030025021,1.601334445,0.674728941,8.34E-04,-2.892085071,9.273394495,41.59321935,0.441930776,0.224874896,-15.95584862
4.3937,0.029166667,0.05,0.0625,0.0875,4.1,2.396666667,0,-6.6238,11.40919167,110.6054,1.47015625,0.652447917,-15.3240625
2.696,0.013333333,0.0125,0.024166667,0.015,1.283333333,0.615,0,-7.649916667,5.722108333,235.4734417,1.747239583,-0.655364583,-15.70614583
1.8919,0.011666667,0.018333333,0.02,0.0375,4.158333333,2.646666667,0,-12.26723333,14.61035833,245.1122583,3.161354167,1.850572917,-15.21453125
3.5193,0.030833333,0.0375,0.038333333,0.036666667,2.783333333,1.771666667,8.33E-04,-13.280675,27.67960833,306.4774917,3.123229167,4.866875,-14.01177083
3.0861,0.026666667,0.023333333,0.021666667,0.024166667,1.558333333,1.059166667,0,-2.141066667,5.049466667,84.020325,0.548333333,-0.609947917,-15.8715625
3.4128,0.025,0.0275,0.0125,0.023333333,3.158333333,1.84,0,14.78115833,4.581675,134.0993167,-4.504895833,-1.02515625,-15.37651042
3.6093,0.035833333,0.036666667,0.024166667,0.021666667,2.15,1.191666667,0,9.14415,27.8936,177.4948667,-2.89828125,5.400208333,-14.66119792
1.4663,0.014166667,0.015833333,0.021666667,0.021666667,1.383333333,1.019166667,0,-9.563491667,10.25083333,99.03925,2.309635417,0.469010417,-15.72036458
3.0456,0.010833333,0.018333333,0.02,0.0125,2.208333333,1.356666667,0,-10.68106667,32.08454167,193.00425,2.718854167,6.218697917,-14.51723958
3.2569,0.010833333,0.02,0.02,0.016666667,1.858333333,1.691666667,0,2.051341667,19.8727,342.9189583,-1.0078125,3.202135417,-15.661875
2.206,0.016666667,0.014166667,0.030833333,0.028333333,1.716666667,1.2325,0,-10.31888333,35.45698333,261.4056,2.57359375,6.719947917,-13.29723958
3.0963,0.010833333,0.010833333,0.019166667,0.019166667,1.8,1.298333333,0,-7.297433333,3.00445,209.5518333,1.715,-1.4578125,-15.75411458
4.7992,0.03577371,0.065723794,0.09234609,0.098169717,5.490848586,3.441763727,0.024958403,-11.73045757,18.24650582,151.6537188,2.823315308,2.62796381,-14.640703
3.3825,0.010833333,0.019166667,0.026666667,0.035833333,2.491666667,1.449166667,0,-8.494441667,1.031491667,117.2626667,2.0340625,-1.901458333,-15.55026042
2.8802,0.02,0.0225,0.0125,0.014166667,1.2,0.69,0,-8.923425,9.8098,285.1586083,2.0453125,0.462760417,-15.82890625
3.2542,0.003333333,0.015833333,0.024166667,0.023333333,2.325,1.650833333,0,-10.02238333,5.089125,212.15465,2.571822917,-0.802708333,-15.4825
1.8488,0.010842369,0.014178482,0.031693078,0.025854879,2.176814012,1.427856547,0,-3.611501251,4.122793995,88.98661384,0.688542535,-1.066722269,-15.83496664
1.8008,0.005,0.02,0.035833333,0.038333333,3.033333333,1.849166667,0,-14.70925,31.59404167,316.7979583,3.398333333,5.574166667,-14.21072917
3.1383,0.01,0.020833333,0.019166667,0.025,1.858333333,1.185,0,-5.844883333,7.1685,129.540275,1.684635417,0.198541667,-15.78682292
1.8673,0.014166667,0.021666667,0.035833333,0.035,2.675,1.951666667,0.004166667,-1.220483333,17.20183333,176.9332083,-0.079635417,2.414479167,-15.47817708
3.1362,0.010833333,0.013333333,0.013333333,0.023333333,3.358333333,2.071666667,0,-7.008416667,2.462566667,48.9993,1.560416667,-1.530833333,-15.62609375
3.7751,0.0125,0.019166667,0.010833333,0.018333333,0.925,0.515833333,0,-9.265458333,44.743675,237.047475,2.16140625,8.345520833,-11.31979167
3.3441,0.015,0.0325,0.050833333,0.045,4.466666667,2.404166667,0.029166667,-9.9748,29.59009167,136.401325,2.393229167,5.443125,-13.59567708
1.981,0.0175,0.033333333,0.040833333,0.030833333,6.1,4.6275,0,2.39025,-0.375375,254.830375,-1.256770833,-2.644635417,-15.54859375
1.6593,0.020833333,0.018333333,0.039166667,0.03,3.375,2.055,0,-21.114625,13.08011667,162.1293917,5.335416667,0.974947917,-14.47145833
1.8855,0.025,0.0425,0.040833333,0.046666667,3.866666667,2.870833333,0,5.517075,21.849825,108.6027,-2.125677083,3.29984375,-14.42979167
2.9613,0.014166667,0.02,0.019166667,0.020833333,2.375,1.664166667,0,-11.531325,30.51555,47.92739167,2.9296875,5.65828125,-14.03104167
1.7462,0.013333333,0.016666667,0.030833333,0.023333333,1.908333333,1.07,0,-4.857858333,4.505325,182.172375,1.173697917,-1.104739583,-15.75848958
1.9046,0.0075,0.015833333,0.009166667,0.0075,1.75,0.95,0,0.398966667,8.659666667,39.18960833,-0.339791667,0.192395833,-15.86125
3.2008,0.013333333,0.02,0.031666667,0.026666667,2.458333333,1.62,0,-8.580008333,-0.178733333,150.1467333,2.127395833,-2.09671875,-15.52213542
2.2616,0.006666667,0.025,0.018333333,0.034166667,3.841666667,2.381666667,0,-7.970375,2.341408333,106.147525,1.756770833,-1.688229167,-15.72348958
3.1111,0.019166667,0.025833333,0.023333333,0.0225,2.916666667,2.015833333,0,-0.419375,31.32848333,35.18530833,-0.27171875,5.494479167,-13.9671875
3.5145,0.028356964,0.037531276,0.045037531,0.049207673,2.894078399,1.616346956,0.00500417,-22.52252711,39.02371143,307.8327606,5.687864887,7.263292327,-12.4653357
3.2204,0.018333333,0.028333333,0.020833333,0.02,4.4,2.950833333,0,3.116583333,1.30865,141.2963833,-1.225520833,-1.98203125,-15.273125
1.6973,0.005,0.025,0.029166667,0.019166667,1.858333333,1.095833333,0,-2.520533333,9.687216667,338.59305,0.187916667,0.254635417,-16.00619792
3.1551,0.038333333,0.0525,0.061666667,0.055,1.7,1.095,0,-7.556725,11.73195833,65.97094167,1.938541667,0.97046875,-15.44359375
3.0809,0.0075,0.0175,0.025,0.020833333,1.183333333,0.71,0,-12.53620833,20.980625,297.471175,3.176510417,3.68375,-15.14114583
2.1522,0.033333333,0.055833333,0.079166667,0.075833333,3.316666667,2.376666667,0.014166667,-6.374875,35.6927,94.84,1.46546875,6.948854167,-13.13213542
2.9026,0.011666667,0.02,0.03,0.0275,1.725,1.3775,0,-6.705066667,-0.785108333,119.7349333,1.197604167,-2.260625,-15.42078125
2.9981,0.015833333,0.015,0.024166667,0.021666667,5.058333333,3.659166667,0,-22.80736667,10.23396667,205.5647083,5.690572917,0.5096875,-14.39333333
2.945,0.014166667,0.0275,0.015833333,0.019166667,2.483333333,1.621666667,0,-12.03395833,3.380608333,244.496475,2.834322917,-1.310833333,-15.56260417
4.2818,0.050041701,0.097581318,0.115929942,0.091743119,4.278565471,3.072560467,0,-6.982435363,16.96162636,291.6998582,1.612802335,2.295558799,-14.99197248
1.5007,0.009174312,0.016680567,0.013344454,0.016680567,1.301084237,0.854045038,0,-3.510141785,26.57231026,97.77286072,0.458715596,4.990252294,-15.18145329
3.0856,0.015,0.020833333,0.018333333,0.015833333,3.275,2.238333333,0,-5.886016667,18.77801667,276.6492417,1.355,2.868854167,-15.15489583
4.3,0.02,0.053333333,0.0775,0.080833333,4.725,2.78,0.029166667,-5.131725,24.06225,163.4112583,1.132239583,3.703125,-13.94088542
2.3637,0.021666667,0.03,0.056666667,0.063333333,3.116666667,2.250833333,8.33E-04,-24.7302,7.666175,173.345375,6.31828125,0.010625,-14.24286458
3.2648,0.026688907,0.049207673,0.024186822,0.017514595,2.168473728,1.160967473,0.002502085,-9.283135947,30.63848207,41.73412844,2.23837573,5.840961218,-14.41117598
3.4248,0.0325,0.048333333,0.068333333,0.075833333,4.133333333,2.3575,0.018333333,-9.555275,38.48558333,116.35445,2.248177083,6.9403125,-12.14453125
3.4713,0.024166667,0.035,0.0625,0.074166667,2.575,2.2375,0,-3.916366667,2.97205,257.59465,0.670208333,-1.64359375,-15.80692708
1.5797,0.011666667,0.018333333,0.019166667,0.015833333,2.033333333,1.3725,0,-4.981341667,3.75165,345.1451,1.285729167,-1.291354167,-15.8296875
1.8439,0.018333333,0.019166667,0.023333333,0.015,1.308333333,0.913333333,0,-9.565325,34.17835833,155.9371417,2.386666667,6.505260417,-13.91671875
3.509,0.026666667,0.041666667,0.0475,0.058333333,0.625,0.395,0,-4.434066667,18.81974167,128.3025417,1.16734375,2.960208333,-15.09494792
3.4791,0.018333333,0.018333333,0.0375,0.050833333,4.566666667,2.846666667,0,-13.083275,22.18973333,319.5435333,3.100729167,3.52453125,-14.62755208
3.1666,0.0175,0.016666667,0.019166667,0.0125,1.116666667,0.715833333,8.33E-04,-9.227016667,25.57906667,155.659275,2.081041667,4.403958333,-14.14307292
3.6987,0.037468776,0.053288926,0.044962531,0.04746045,4.229808493,2.786844296,0,-21.98906744,3.032481266,139.6153872,5.589040383,-1.229808493,-14.52508326
1.975,0.010833333,0.015833333,0.018333333,0.020833333,0.75,0.400833333,0,-13.165675,6.896283333,305.5361833,3.38203125,-0.2928125,-15.44479167
2.9266,0.019166667,0.021666667,0.0225,0.028333333,3.875,2.57,0,7.197083333,24.63844167,118.6012583,-2.356770833,4.406145833,-14.69635417
2.6853,0.0425,0.06,0.078333333,0.074166667,3.491666667,1.863333333,0.0025,-24.66175833,3.036658333,157.6871333,6.248802083,-1.56640625,-14.26145833
1.8821,0.005833333,0.0125,0.019166667,0.013333333,1.3,0.8625,0,-0.444758333,5.5131,293.4160667,-0.208541667,-0.9540625,-15.93958333
1.5647,0.017514595,0.021684737,0.007506255,0.010842369,1.451209341,0.98999166,0,-7.158273561,6.414153461,98.58220183,1.843463303,-0.385373228,-15.7655859
3.0476,0.019166667,0.019166667,0.031666667,0.0225,4.525,3.6575,0,11.58825833,6.563225,251.4999167,-3.68625,-0.35375,-15.38515625
3.1147,0.019166667,0.025,0.044166667,0.031666667,4.291666667,2.256666667,0,-28.28774167,2.241366667,192.4083167,7.211354167,-1.495677083,-13.92484375
1.7459,0.011666667,0.01,0.019166667,0.0375,3.758333333,2.5425,0,-6.33585,12.71916667,103.8491917,1.336041667,1.2028125,-15.36276042
3.2713,0.015833333,0.02,0.025833333,0.025833333,1.35,0.895,0,-7.005408333,14.01834167,106.17855,1.588177083,1.36953125,-15.04640625
2.0993,0.033333333,0.054166667,0.073333333,0.069166667,4.366666667,2.963333333,0.006666667,0.756633333,50.71618333,195.5124333,-0.429947917,9.695833333,-10.053125
3.4974,0.025833333,0.03,0.033333333,0.023333333,1.425,0.78,0,-8.161033333,18.00013333,333.1039583,2.058489583,2.739895833,-15.57864583
3.0569,0.018333333,0.014166667,0.009166667,0.005833333,1.158333333,0.536666667,0,-16.38661667,29.635825,266.7707333,4.152239583,5.473385417,-14.10479167
1.8105,0.008340284,0.018348624,0.044203503,0.024186822,1.909924937,1.262718932,0,-14.24733111,25.93104254,244.278407,3.723415346,4.625677648,-14.66128023
3.2904,0.006666667,0.021666667,0.02,0.013333333,1.2,0.821666667,0,-15.68125,43.71486667,62.86098333,4.175052083,9.036145833,-12.48973958
2.5518,0.0225,0.03,0.0525,0.043333333,5.933333333,6.279166667,0,-23.85350833,13.17324167,178.209875,6.138489583,1.09515625,-14.31760417
4.0877,0.030833333,0.045,0.060833333,0.058333333,4.083333333,2.514166667,0,-17.75984167,7.276966667,112.9855667,4.483333333,-0.278645833,-15.09536458
3.222,0.0125,0.014166667,0.009166667,0.020833333,2.908333333,2.211666667,0,12.32958333,0.700125,135.809525,-3.788489583,-2.049583333,-15.3003125
2.833,0.021666667,0.015833333,0.0225,0.021666667,3.35,2.384166667,0,-5.396425,22.955975,108.5361167,1.126822917,4.098697917,-15.29942708
1.9408,0.024166667,0.03,0.033333333,0.026666667,0.991666667,0.558333333,0,-3.425683333,7.31265,84.15604167,0.532291667,-0.24953125,-15.94265625
3.0794,0.020833333,0.041666667,0.059166667,0.055,2.5,1.604166667,0.001666667,-5.58975,25.16085,73.19475,1.41953125,4.461145833,-14.16744792
2.8637,0.030833333,0.04,0.024166667,0.0325,2.866666667,1.44,0,-3.379375,35.9056,343.9462417,0.856041667,6.876666667,-14.16026042
2.7651,0.006666667,0.0175,0.02,0.020833333,2.516666667,1.549166667,0,-7.264841667,6.11695,324.3531083,1.382708333,-0.38734375,-15.7028125
1.545,0.01,0.023333333,0.015,0.0125,1.441666667,0.865,0,-13.80406667,7.980725,59.15088333,3.51421875,-0.006145833,-15.49739583
2.9415,0.013333333,0.0175,0.016666667,0.0175,1.133333333,0.783333333,0,-2.800858333,7.158075,78.5587,0.727135417,-0.029375,-15.87947917
2.931,0.011656953,0.010824313,0.024979184,0.023313905,3.080766028,1.800999167,0,-2.149750208,20.82393006,109.7176686,0.324937552,3.557556203,-14.74745004
3.3717,0.0175,0.0225,0.036666667,0.040833333,2.225,1.465833333,0,-6.247766667,3.22695,164.5745833,1.29296875,-1.361979167,-15.72385417
2.426,0.015,0.020833333,0.049166667,0.044166667,1.25,0.538333333,0,-0.4347,41.46508333,253.9376833,-0.2746875,8.948802083,-12.96635417
1.716,0.0125,0.020833333,0.038333333,0.030833333,1.95,1.110833333,0,-10.28675833,9.00385,193.5837,2.360052083,0.24140625,-15.73734375
3.0644,0.013333333,0.025833333,0.015,0.013333333,2.841666667,1.869166667,0,-6.26765,30.00014167,264.8622417,1.43140625,5.69578125,-14.77161458
2.1616,0.015,0.026666667,0.039166667,0.040833333,1.375,0.754166667,0.001666667,-8.806441667,27.99115833,219.097725,1.934479167,5.281822917,-14.80770833
1.7935,0.009174312,0.038365304,0.025854879,0.030859049,3.803169308,2.664720601,0,-14.74930776,22.60213511,199.633553,3.947143453,3.907631359,-14.85274187
3.5302,0.0225,0.0225,0.019166667,0.018333333,3.208333333,2.085833333,0,-7.112758333,16.79348333,250.2070917,1.593229167,2.542864583,-15.36255208
3.6604,0.016666667,0.0225,0.031666667,0.0275,2.425,1.919166667,0,3.122591667,4.232141667,114.7839833,-1.127916667,-1.108697917,-15.8775
1.9344,0.010833333,0.0225,0.031666667,0.0275,4.658333333,2.91,0,9.521475,-4.379883333,115.7736917,-3.111927083,-3.430364583,-15.29890625
